"Gene","Module"
"ARPC5",1
"ARPC5L",2
"ARPIN",3
"ARPP19",0
"ARR3",0
"ARRB1",0
"ARRB2",3
"ARRDC1",3
"ARRDC1-AS1",1
"ARRDC2",0
"ARRDC3",10
"ARRDC3-AS1",1
"ARRDC4",0
"ARSA",0
"ARSB",0
"ARSD",0
"ARSG",0
"ARSJ",2
"ARSK",0
"ARSL",0
"ART3",1
"ART4",3
"ARV1",3
"ARVCF",0
"ASAH1",20
"ASAH2",0
"ASAH2B",3
"ASAP1",1
"ASAP1-IT2",1
"ASAP2",13
"ASAP3",0
"ASB1",3
"ASB11",1
"ASB13",3
"ASB14",0
"ASB15",1
"ASB15-AS1",1
"ASB16",0
"ASB16-AS1",0
"ASB2",1
"ASB3",1
"ASB5",1
"ASB6",0
"ASB7",2
"ASB8",0
"ASB9",0
"ASCC1",3
"ASCC2",3
"ASCC3",3
"ASF1A",4
"ASF1B",1
"ASGR1",0
"ASGR2",1
"ASH1L",1
"ASH1L-AS1",1
"ASH2L",2
"ASIC1",1
"ASIC3",1
"ASIC4",1
"ASIP",1
"ASL",2
"ASNS",0
"ASNSD1",3
"ASPA",1
"ASPDH",1
"ASPG",1
"ASPH",0
"ASPHD1",2
"ASPHD2",0
"ASPM",1
"ASPN",1
"ASPSCR1",21
"ASRGL1",11
"ASS1",4
"ASS1P1",1
"ASS1P10",29
"ASS1P5",1
"ASTE1",0
"ASTL",1
"ASTN2",2
"ASXL1",4
"ASXL2",34
"ASXL3",1
"ATAD1",3
"ATAD2",1
"ATAD2B",0
"ATAD3A",2
"ATAD3B",2
"ATAD5",1
"ATAT1",0
"ATCAY",1
"ATE1",19
"ATE1-AS1",0
"ATF1",1
"ATF2",0
"ATF3",4
"ATF4",0
"ATF5",0
"ATF6",0
"ATF6B",0
"ATF7",2
"ATF7IP",1
"ATF7IP2",1
"ATG10",1
"ATG101",0
"ATG12",0
"ATG13",0
"ATG14",1
"ATG16L1",0
"ATG16L2",6
"ATG2A",0
"ATG2B",0
"ATG3",0
"ATG4A",13
"ATG4B",2
"ATG4C",3
"ATG4D",2
"ATG5",0
"ATG7",2
"ATG9A",0
"ATG9B",0
"ATIC",3
"ATL1",0
"ATL2",4
"ATL3",3
"ATM",0
"ATMIN",0
"ATN1",0
"ATOH8",0
"ATOX1",2
"ATP10A",0
"ATP10B",1
"ATP10D",7
"ATP11A",0
"ATP11A-AS1",0
"ATP11B",1
"ATP11C",0
"ATP13A1",2
"ATP13A2",2
"ATP13A3",0
"ATP13A4",1
"ATP13A4-AS1",1
"ATP13A5",1
"ATP1A1",0
"ATP1A1-AS1",1
"ATP1A2",1
"ATP1A4",1
"ATP1B1",0
"ATP1B2",1
"ATP1B3",2
"ATP1B3-AS1",0
"ATP23",0
"ATP2A1",1
"ATP2A2",0
"ATP2A3",4
"ATP2B1",0
"ATP2B1-AS1",0
"ATP2B2",1
"ATP2B3",1
"ATP2B4",0
"ATP2C1",0
"ATP2C2",1
"ATP4A",16
"ATP5F1A",2
"ATP5F1AP3",1
"ATP5F1B",2
"ATP5F1C",3
"ATP5F1D",2
"ATP5F1E",2
"ATP5IF1",0
"ATP5MC1",3
"ATP5MC1P4",1
"ATP5MC2",3
"ATP5MC3",2
"ATP5ME",2
"ATP5MF",3
"ATP5MFP4",12
"ATP5MG",0
"ATP5MJ",3
"ATP5MK",2
"ATP5PB",3
"ATP5PBP3",1
"ATP5PD",3
"ATP5PDP4",1
"ATP5PF",3
"ATP5PO",2
"ATP6AP1",1
"ATP6AP1L",5
"ATP6AP2",0
"ATP6V0A1",13
"ATP6V0A2",2
"ATP6V0A4",1
"ATP6V0B",21
"ATP6V0C",1
"ATP6V0D1",1
"ATP6V0D1-DT",0
"ATP6V0D2",1
"ATP6V0E1",13
"ATP6V0E2",8
"ATP6V0E2-AS1",0
"ATP6V1A",5
"ATP6V1B2",1
"ATP6V1C1",13
"ATP6V1C2",0
"ATP6V1D",0
"ATP6V1E1",0
"ATP6V1E2",0
"ATP6V1F",0
"ATP6V1FNB",1
"ATP6V1G1",1
"ATP6V1G2",1
"ATP6V1H",16
"ATP7A",14
"ATP7B",0
"ATP8A1",1
"ATP8A2",0
"ATP8A2P2",1
"ATP8A2P3",1
"ATP8B1",11
"ATP8B2",0
"ATP8B3",1
"ATP8B4",1
"ATP8B5P",1
"ATP9A",0
"ATP9B",1
"ATPAF1",3
"ATPAF2",0
"ATPSCKMT",0
"ATR",3
"ATRAID",3
"ATRIP",3
"ATRN",3
"ATRNL1",1
"ATRX",0
"ATXN1",1
"ATXN10",3
"ATXN1-AS1",3
"ATXN1L",0
"ATXN2",34
"ATXN2L",0
"ATXN3",0
"ATXN7",0
"ATXN7L1",0
"ATXN7L2",1
"ATXN7L3",0
"ATXN7L3-AS1",6
"ATXN7L3B",2
"AUH",0
"AUNIP",0
"AUP1",3
"AURKA",1
"AURKAIP1",2
"AURKB",0
"AURKBP1",1
"AURKC",5
"AUTS2",0
"AVEN",2
"AVIL",12
"AVL9",1
"AVPI1",1
"AXDND1",1
"AXIN1",3
"AXIN2",1
"AXL",0
"AZI2",0
"AZIN1",0
"AZIN2",1
"B2M",0
"B3GALNT1",2
"B3GALNT1P1",4
"B3GALNT2",1
"B3GALT1",1
"B3GALT2",4
"B3GALT4",6
"B3GALT5",0
"B3GALT6",2
"B3GALT9",3
"B3GAT1",0
"B3GAT1-DT",1
"B3GAT2",0
"B3GAT3",2
"B3GLCT",0
"B3GNT2",0
"B3GNT3",0
"B3GNT4",1
"B3GNT5",2
"B3GNT7",4
"B3GNT8",0
"B3GNT9",0
"B3GNTL1",0
"B4GALNT1",6
"B4GALNT2",1
"B4GALNT3",1
"B4GALNT4",0
"B4GALT1",4
"B4GALT1-AS1",1
"B4GALT2",2
"B4GALT3",0
"B4GALT4",4
"B4GALT5",4
"B4GALT6",0
"B4GALT7",2
"B4GAT1",3
"B9D1",0
"B9D2",3
"BAALC",0
"BAALC-AS1",0
"BAALC-AS2",6
"BAAT",1
"BABAM1",0
"BABAM2",0
"BACE1",3
"BACE1-AS",1
"BACE2",3
"BACH1",1
"BACH1-AS1",1
"BACH1-IT1",1
"BACH1-IT2",1
"BACH1-IT3",1
"BACH2",1
"BAD",2
"BAG1",1
"BAG2",0
"BAG3",1
"BAG4",3
"BAG5",0
"BAG6",0
"BAHCC1",0
"BAHD1",1
"BAIAP2",1
"BAIAP2-DT",2
"BAIAP2L1",1
"BAIAP2L2",0
"BAIAP3",1
"BAK1",2
"BAMBI",0
"BANCR",12
"BANF1",0
"BANF1P3",4
"BANK1",0
"BANP",1
"BAP1",0
"BARD1",1
"BASP1",0
"BASP1-AS1",1
"BATF",1
"BATF2",0
"BATF3",2
"BAX",2
"BAZ1A",1
"BAZ1B",0
"BAZ2A",0
"BAZ2B",2
"BBC3",2
"BBIP1",5
"BBIP1P1",1
"BBOF1",0
"BBOX1-AS1",0
"BBS1",0
"BBS10",3
"BBS12",0
"BBS2",0
"BBS4",5
"BBS5",0
"BBS7",3
"BBS9",1
"BBX",2
"BCAM",4
"BCAN",11
"BCAN-AS1",1
"BCAP29",0
"BCAP31",2
"BCAR1",0
"BCAR3",0
"BCAR3-AS1",1
"BCAS1",1
"BCAS2",0
"BCAS2P2",1
"BCAS3",0
"BCAS4",0
"BCAT1",0
"BCAT2",8
"BCCIP",22
"BCDIN3D",0
"BCDIN3D-AS1",0
"BCKDHB",2
"BCKDK",2
"BCL10",0
"BCL11A",0
"BCL2",0
"BCL2A1",4
"BCL2L1",0
"BCL2L10",0
"BCL2L11",1
"BCL2L12",0
"BCL2L13",0
"BCL2L14",1
"BCL2L15",1
"BCL2L1-AS1",0
"BCL2L2",2
"BCL3",10
"BCL6",6
"BCL6-AS1",0
"BCL6B",10
"BCL7A",0
"BCL7B",0
"BCL7C",0
"BCL9",1
"BCL9L",2
"BCLAF1",0
"BCLAF1P2",0
"BCLAF3",1
"BCO2",1
"BCOR",1
"BCORL1",1
"BCORP1",36
"BCR",0
"BCRP3",0
"BCS1L",3
"BCYRN1",0
"BDH1",1
"BDH2",0
"BDKRB1",0
"BDKRB2",2
"BDNF",0
"BDNF-AS",1
"BDP1",0
"BEAN1",1
"BECN1",5
"BEGAIN",0
"BEND3",0
"BEND3P1",1
"BEND3P2",1
"BEND3P3",1
"BEND4",4
"BEND5",0
"BEND6",5
"BEND7",0
"BEST1",1
"BEST2",1
"BEST3",1
"BEST4",0
"BET1",0
"BET1-AS1",0
"BET1L",0
"BEX1",1
"BEX2",1
"BEX3",0
"BEX4",14
"BEX5",0
"BFAR",0
"BFSP1",1
"BGN",4
"BHLHA15",0
"BHLHE40",0
"BHLHE40-AS1",0
"BHLHE41",4
"BHMT",1
"BHMT2",6
"BICC1",0
"BICD1",31
"BICD1P1",1
"BICD2",0
"BICDL1",1
"BICDL2",1
"BICRA",1
"BICRA-AS1",0
"BICRAL",34
"BID",2
"BIK",1
"BIN1",2
"BIN2",1
"BIN3",1
"BIRC2",2
"BIRC3",2
"BIRC5",1
"BIRC6",0
"BIRC6-AS2",0
"BISPR",0
"BIVM",3
"BLACE",1
"BLCAP",0
"BLM",0
"BLMH",2
"BLOC1S1",0
"BLOC1S2",26
"BLOC1S3",0
"BLOC1S4",2
"BLOC1S5",1
"BLOC1S6",0
"BLVRA",8
"BLVRB",0
"BLZF1",0
"BLZF2P",0
"BMERB1",0
"BMF",6
"BMI1",2
"BMP1",2
"BMP10",1
"BMP15",0
"BMP2",2
"BMP2K",0
"BMP2KL",1
"BMP4",7
"BMP6",3
"BMP8A",1
"BMP8B",1
"BMPER",0
"BMPR1A",0
"BMPR1B",6
"BMPR1B-DT",1
"BMPR2",0
"BMS1",3
"BMS1P1",0
"BMS1P10",0
"BMS1P23",0
"BMS1P4",0
"BMS1P8",0
"BMT2",1
"BMX",9
"BNC1",0
"BNC2",0
"BNC2-AS1",0
"BNIP1",26
"BNIP2",0
"BNIP3",0
"BNIP3L",5
"BNIP3P17",0
"BNIP3P9",0
"BNIP5",1
"BNIPL",1
"BOC",1
"BOD1",0
"BOD1L1",1
"BOK",13
"BOLA1",2
"BOLA3",2
"BOLA3-AS1",0
"BOLL",1
"BOP1",2
"BORA",0
"BORCS5",1
"BORCS6",0
"BORCS7",0
"BORCS8",0
"BPGM",0
"BPHL",0
"BPIFC",1
"BPNT1",3
"BPNT2",11
"BPTF",1
"BRAF",1
"BRAP",1
"BRAT1",27
"BRCA1",0
"BRCA2",1
"BRCC3",3
"BRD1",3
"BRD2",1
"BRD3",0
"BRD3OS",2
"BRD4",1
"BRD7",3
"BRD7P3",9
"BRD8",0
"BRD9",2
"BRF1",2
"BRF2",26
"BRI3",2
"BRI3BP",3
"BRICD5",0
"BRIP1",1
"BRIX1",0
"BRK1",0
"BRME1",0
"BRMS1",21
"BRMS1L",4
"BROX",0
"BRPF1",0
"BRPF3",2
"BRS3",1
"BRSK2",0
"BRWD1",0
"BRWD3",0
"BSCL2",1
"BSDC1",5
"BSG",2
"BSG-AS1",0
"BSN",1
"BSND",1
"BSN-DT",1
"BST1",4
"BST2",1
"BSX",1
"BTAF1",0
"BTBD1",3
"BTBD10",0
"BTBD11",1
"BTBD16",1
"BTBD17",1
"BTBD18",1
"BTBD19",1
"BTBD2",2
"BTBD3",7
"BTBD6",2
"BTBD6P1",1
"BTBD7",1
"BTBD8",0
"BTBD9",5
"BTC",9
"BTD",1
"BTF3",0
"BTF3L4",5
"BTF3P3",1
"BTG1",1
"BTG2",4
"BTG3",10
"BTG3-AS1",2
"BTG4",1
"BTK",1
"BTLA",1
"BTN1A1",1
"BTN2A1",0
"BTN2A2",0
"BTN2A3P",4
"BTN3A1",0
"BTN3A2",0
"BTN3A3",0
"BTNL2",1
"BTNL8",1
"BTNL9",1
"BTRC",1
"BUB1",1
"BUB1B",0
"BUB3",0
"BUD13",1
"BUD13P1",0
"BUD23",0
"BUD31",13
"BVES",6
"BX255923.3",0
"BX470102.3",4
"BYSL",2
"BZW1",0
"BZW1P1",1
"BZW1P2",0
"BZW2",2
"C10orf105",1
"C10orf143",0
"C10orf88",0
"C10orf88B",0
"C10orf95-AS1",0
"C10orf99",1
"C11orf1",1
"C11orf24",3
"C11orf45",1
"C11orf49",0
"C11orf54",0
"C11orf58",0
"C11orf65",0
"C11orf68",0
"C11orf71",2
"C11orf80",0
"C11orf91",0
"C11orf94",1
"C11orf95",0
"C11orf96",2
"C12orf29",3
"C12orf4",0
"C12orf43",0
"C12orf45",3
"C12orf50",1
"C12orf54",0
"C12orf56",1
"C12orf57",0
"C12orf60",0
"C12orf65",0
"C12orf66",0
"C12orf71",1
"C12orf73",0
"C12orf75",0
"C12orf76",0
"C13orf42",5
"C13orf46",1
"C14orf119",1
"C14orf132",0
"C14orf28",1
"C14orf93",0
"C15orf39",10
"C15orf40",0
"C15orf48",0
"C15orf54",0
"C15orf61",2
"C15orf62",0
"C15orf65",0
"C16orf70",3
"C16orf71",1
"C16orf72",1
"C16orf74",2
"C16orf86",0
"C16orf87",1
"C16orf91",0
"C16orf95",1
"C16orf96",1
"C17orf100",0
"C17orf107",0
"C17orf113",1
"C17orf49",0
"C17orf58",25
"C17orf67",1
"C17orf75",3
"C17orf77",1
"C17orf80",0
"C17orf97",0
"C18orf21",3
"C18orf25",0
"C18orf32",0
"C18orf54",0
"C18orf63",6
"C19orf12",2
"C19orf18",0
"C19orf25",21
"C19orf38",1
"C19orf44",0
"C19orf47",0
"C19orf48",2
"C19orf53",3
"C19orf54",0
"C19orf67",1
"C19orf71",2
"C19orf73",0
"C1D",0
"C1DP1",18
"C1GALT1",4
"C1GALT1C1",3
"C1GALT1C1L",0
"C1orf100",1
"C1orf109",0
"C1orf112",5
"C1orf115",7
"C1orf116",1
"C1orf122",2
"C1orf131",3
"C1orf147",0
"C1orf159",2
"C1orf162",1
"C1orf167",1
"C1orf174",2
"C1orf189",1
"C1orf194",1
"C1orf195",0
"C1orf198",1
"C1orf21",0
"C1orf210",1
"C1orf216",0
"C1orf226",0
"C1orf35",2
"C1orf43",0
"C1orf50",0
"C1orf52",1
"C1orf53",0
"C1orf54",1
"C1orf56",6
"C1orf74",0
"C1orf87",12
"C1QA",0
"C1QB",0
"C1QBP",3
"C1QC",0
"C1QL1",6
"C1QTNF1",2
"C1QTNF1-AS1",0
"C1QTNF3",0
"C1QTNF4",0
"C1QTNF6",0
"C1QTNF8",1
"C1R",2
"C1RL",11
"C1RL-AS1",0
"C1S",0
"C2",1
"C20orf144",0
"C20orf194",0
"C20orf202",1
"C20orf204",0
"C20orf27",2
"C20orf96",0
"C21orf58",0
"C21orf62-AS1",0
"C21orf91",0
"C22orf23",2
"C22orf24",1
"C22orf34",1
"C22orf39",0
"C22orf46",0
"C2-AS1",1
"C2CD2",0
"C2CD2L",0
"C2CD3",1
"C2CD4A",10
"C2CD4B",2
"C2CD4C",1
"C2CD4D",0
"C2CD4D-AS1",0
"C2CD5",0
"C2CD6",1
"C2orf16",0
"C2orf27A",2
"C2orf42",1
"C2orf49",0
"C2orf49-DT",1
"C2orf66",1
"C2orf68",0
"C2orf69",2
"C2orf73",1
"C2orf76",0
"C2orf78",1
"C2orf88",0
"C2orf91",1
"C2orf92",1
"C3",1
"C3AR1",18
"C3orf14",13
"C3orf18",0
"C3orf20",1
"C3orf33",16
"C3orf35",1
"C3orf36",0
"C3orf38",0
"C3orf49",0
"C3orf52",0
"C3orf62",0
"C3orf70",0
"C3orf80",9
"C3orf86",5
"C4A",1
"C4B",1
"C4orf19",0
"C4orf3",1
"C4orf33",0
"C4orf45",1
"C4orf46",0
"C4orf47",1
"C4orf48",2
"C4orf50",1
"C4orf54",1
"C5",1
"C5AR1",1
"C5AR2",1
"C5orf15",0
"C5orf17",2
"C5orf22",3
"C5orf24",0
"C5orf34",5
"C5orf47",1
"C5orf51",0
"C5orf63",3
"C5orf64",1
"C5orf66",1
"C5orf67",1
"C6orf120",2
"C6orf132",0
"C6orf136",6
"C6orf163",0
"C6orf223",0
"C6orf226",0
"C6orf3",6
"C6orf47",1
"C6orf52",0
"C6orf58",1
"C6orf62",0
"C6orf89",19
"C6orf99",1
"C7",7
"C7orf25",0
"C7orf26",0
"C7orf31",1
"C7orf50",2
"C7orf57",1
"C7orf61",1
"C8G",1
"C8orf33",1
"C8orf34",0
"C8orf37",3
"C8orf37-AS1",0
"C8orf44",2
"C8orf48",0
"C8orf58",2
"C8orf74",1
"C8orf76",0
"C8orf82",0
"C8orf86",1
"C8orf88",1
"C8orf89",1
"C9",1
"C9orf116",0
"C9orf131",1
"C9orf135",1
"C9orf139",1
"C9orf152",1
"C9orf153",1
"C9orf16",0
"C9orf24",1
"C9orf40",0
"C9orf43",0
"C9orf50",1
"C9orf64",3
"C9orf72",1
"C9orf78",19
"C9orf85",0
"CA1",9
"CA11",0
"CA12",0
"CA13",37
"CA14",1
"CA2",1
"CA3",1
"CA4",1
"CA5B",7
"CA5BP1",36
"CA7",1
"CA8",0
"CAAP1",3
"CAB39",10
"CAB39L",0
"CAB39P1",1
"CABIN1",2
"CABLES1",0
"CABLES2",1
"CABP1",1
"CABP4",0
"CABP7",1
"CABYR",1
"CACFD1",3
"CACHD1",0
"CACNA1A",1
"CACNA1B",1
"CACNA1C",1
"CACNA1D",1
"CACNA1E",1
"CACNA1F",1
"CACNA1G",1
"CACNA1H",1
"CACNA1I",1
"CACNA1S",1
"CACNA2D1",0
"CACNA2D1-AS1",0
"CACNA2D2",1
"CACNA2D4",0
"CACNB1",0
"CACNB2",0
"CACNB3",0
"CACNB4",1
"CACNG5",1
"CACNG6",0
"CACNG7",1
"CACNG8",0
"CACTIN",3
"CACTIN-AS1",3
"CACUL1",0
"CACYBP",1
"CACYBPP1",9
"CACYBPP2",0
"CAD",3
"CADM1",0
"CADM2",0
"CADM3",0
"CADM3-AS1",0
"CADM4",4
"CADPS2",0
"CALB1",1
"CALCOCO1",5
"CALCOCO2",0
"CALCRL",7
"CALD1",0
"CALHM2",0
"CALHM4",1
"CALHM5",13
"CALM1",2
"CALM2",0
"CALM2P2",12
"CALM3",3
"CALR",1
"CALU",0
"CAMK1",0
"CAMK1D",4
"CAMK2B",7
"CAMK2D",7
"CAMK2G",5
"CAMK2N1",0
"CAMK2N2",0
"CAMK4",1
"CAMKK1",0
"CAMKK2",0
"CAMKMT",3
"CAMLG",0
"CAMSAP1",0
"CAMSAP2",0
"CAMSAP3",6
"CAMTA1",1
"CAMTA1-DT",1
"CAMTA2",3
"CAND1",2
"CAND2",0
"CANT1",2
"CANX",0
"CAP1",3
"CAP2",0
"CAP2P1",1
"CAPG",0
"CAPN1",2
"CAPN10",2
"CAPN10-DT",1
"CAPN11",1
"CAPN12",1
"CAPN14",0
"CAPN15",2
"CAPN2",0
"CAPN3",1
"CAPN5",0
"CAPN7",0
"CAPN8",1
"CAPN9",1
"CAPNS1",3
"CAPNS2",1
"CAPRIN1",3
"CAPRIN2",0
"CAPS",0
"CAPS2",1
"CAPZA1",3
"CAPZA2",2
"CAPZB",0
"CARD10",2
"CARD11",2
"CARD14",1
"CARD16",0
"CARD19",0
"CARD6",5
"CARD8",0
"CARD8-AS1",6
"CARD9",18
"CARF",1
"CARHSP1",3
"CARHSP1-DT",1
"CARM1",2
"CARMIL1",0
"CARMIL2",1
"CARMIL3",1
"CARMN",1
"CARNMT1",2
"CARNS1",1
"CARS1",37
"CARS2",8
"CASC15",0
"CASC18",0
"CASC19",1
"CASC2",0
"CASC3",0
"CASC6",1
"CASD1",3
"CASK",5
"CASKIN1",1
"CASKIN2",2
"CASKP1",1
"CASP1",0
"CASP10",0
"CASP12",9
"CASP2",3
"CASP3",10
"CASP4",0
"CASP4LP",4
"CASP6",27
"CASP7",4
"CASP8",0
"CASP8AP2",0
"CASP9",0
"CASQ1",1
"CASS4",1
"CAST",2
"CASTOR1",1
"CASTOR2",0
"CASTOR3",0
"CASZ1",0
"CAT",0
"CATSPER1",1
"CATSPER2",1
"CATSPER2P1",0
"CATSPERB",1
"CATSPERD",1
"CATSPERE",1
"CATSPERG",1
"CAV1",7
"CAV2",7
"CAV3",1
"CAVIN1",2
"CAVIN2",24
"CAVIN2-AS1",1
"CAVIN3",3
"CAVIN4",0
"CBARP",2
"CBFA2T2",1
"CBFA2T3",1
"CBFB",0
"CBL",0
"CBLB",17
"CBLIF",1
"CBLL1",1
"CBLN2",0
"CBLN3",0
"CBR1",0
"CBR3",4
"CBR3-AS1",4
"CBR4",3
"CBS",0
"CBSL",0
"CBWD1",3
"CBWD2",0
"CBWD3",0
"CBWD4P",0
"CBWD5",2
"CBWD6",2
"CBX1",3
"CBX2",0
"CBX3",2
"CBX3P2",1
"CBX3P4",1
"CBX4",1
"CBX5",3
"CBX5P1",15
"CBX6",2
"CBX7",17
"CBX8",0
"CBY1",3
"CC2D1A",0
"CC2D1B",14
"CC2D2A",8
"CC2D2B",1
"CCAR1",0
"CCAR2",2
"CCDC102A",2
"CCDC102B",0
"CCDC106",0
"CCDC107",2
"CCDC110",1
"CCDC112",0
"CCDC113",3
"CCDC115",0
"CCDC116",1
"CCDC117",1
"CCDC12",1
"CCDC120",0
"CCDC121",0
"CCDC122",3
"CCDC124",2
"CCDC125",3
"CCDC126",1
"CCDC127",0
"CCDC130",3
"CCDC134",0
"CCDC136",1
"CCDC137",2
"CCDC138",8
"CCDC14",0
"CCDC141",5
"CCDC142",0
"CCDC144A",0
"CCDC144B",0
"CCDC144CP",1
"CCDC146",2
"CCDC148",1
"CCDC149",0
"CCDC15",1
"CCDC150",1
"CCDC152",3
"CCDC153",0
"CCDC154",1
"CCDC157",0
"CCDC159",0
"CCDC160",1
"CCDC162P",1
"CCDC163",1
"CCDC167",2
"CCDC168",1
"CCDC169",0
"CCDC17",1
"CCDC170",1
"CCDC171",0
"CCDC173",1
"CCDC174",5
"CCDC178",1
"CCDC18",1
"CCDC180",0
"CCDC181",1
"CCDC183",0
"CCDC183-AS1",0
"CCDC184",2
"CCDC186",35
"CCDC187",1
"CCDC188",0
"CCDC189",0
"CCDC18-AS1",0
"CCDC190",1
"CCDC191",1
"CCDC194",1
"CCDC197",1
"CCDC200",1
"CCDC22",21
"CCDC24",0
"CCDC25",2
"CCDC26",5
"CCDC28A",2
"CCDC28A-AS1",1
"CCDC28B",0
"CCDC3",24
"CCDC30",1
"CCDC32",5
"CCDC34",0
"CCDC38",1
"CCDC39",0
"CCDC40",1
"CCDC43",0
"CCDC47",35
"CCDC50",0
"CCDC51",3
"CCDC57",0
"CCDC59",1
"CCDC6",1
"CCDC61",2
"CCDC62",1
"CCDC63",1
"CCDC65",0
"CCDC66",2
"CCDC68",0
"CCDC69",0
"CCDC7",1
"CCDC71",1
"CCDC71L",11
"CCDC73",1
"CCDC77",5
"CCDC78",0
"CCDC8",0
"CCDC80",1
"CCDC81",1
"CCDC82",0
"CCDC85A",0
"CCDC85B",2
"CCDC85C",1
"CCDC86",2
"CCDC87",0
"CCDC88A",3
"CCDC88B",1
"CCDC88C",0
"CCDC9",1
"CCDC90B",3
"CCDC91",0
"CCDC92",0
"CCDC93",0
"CCDC96",1
"CCDC97",0
"CCDC9B",0
"CCER2",1
"CCHCR1",0
"CCIN",0
"CCK",1
"CCKBR",1
"CCL14",7
"CCL16",7
"CCL2",2
"CCL20",2
"CCL21",0
"CCL22",9
"CCL23",7
"CCL24",1
"CCL25",1
"CCL26",1
"CCL28",3
"CCL3",18
"CCL3L1",0
"CCL4",6
"CCL4L2",0
"CCL5",39
"CCL7",4
"CCM2",2
"CCM2L",24
"CCN1",0
"CCN2",3
"CCN3",1
"CCN4",0
"CCN5",1
"CCNA1",30
"CCNA2",0
"CCNB1",1
"CCNB1IP1",0
"CCNB1IP1P1",1
"CCNB2",1
"CCNB3",5
"CCNC",0
"CCND1",2
"CCND2",8
"CCND2-AS1",1
"CCND3",0
"CCNDBP1",3
"CCNE1",1
"CCNE2",1
"CCNF",0
"CCNG1",0
"CCNG2",1
"CCNH",3
"CCNI",1
"CCNI2",0
"CCNJ",0
"CCNJL",0
"CCNJP2",0
"CCNK",1
"CCNL1",1
"CCNL2",0
"CCNP",1
"CCNQ",2
"CCNT1",1
"CCNT2",1
"CCNT2-AS1",0
"CCNY",3
"CCNY-AS1",1
"CCNYL1",1
"CCNYL6",1
"CCNYL7",1
"CCP110",1
"CCPG1",20
"CCR1",0
"CCR2",1
"CCR3",1
"CCR4",1
"CCR5",1
"CCR5AS",1
"CCR7",1
"CCRL2",4
"CCS",2
"CCSAP",1
"CCSER1",1
"CCSER2",0
"CCT2",0
"CCT3",0
"CCT4",1
"CCT5",0
"CCT5P1",1
"CCT6A",0
"CCT6B",1
"CCT6P1",0
"CCT6P3",1
"CCT7",3
"CCT8",2
"CCT8P1",0
"CCZ1",0
"CCZ1B",0
"CD101",0
"CD109",2
"CD14",0
"CD151",2
"CD160",1
"CD163",18
"CD163L1",5
"CD164",0
"CD177",0
"CD180",1
"CD19",1
"CD1D",1
"CD200",2
"CD200R1",1
"CD207",1
"CD22",0
"CD226",1
"CD24",0
"CD247",0
"CD27",1
"CD274",2
"CD276",0
"CD27-AS1",0
"CD28",1
"CD2AP",0
"CD2BP2",13
"CD2BP2-DT",1
"CD300A",1
"CD300C",1
"CD300E",0
"CD300H",1
"CD300LB",1
"CD300LD",1
"CD300LG",1
"CD302",7
"CD320",2
"CD34",4
"CD36",0
"CD37",9
"CD38",10
"CD3E",1
"CD4",1
"CD40",0
"CD44",0
"CD46",11
"CD47",2
"CD5",0
"CD52",1
"CD53",18
"CD55",6
"CD58",0
"CD59",11
"CD63",0
"CD69",0
"CD70",1
"CD72",1
"CD74",0
"CD79A",1
"CD79B",0
"CD80",0
"CD81",0
"CD81-AS1",16
"CD82",0
"CD83",1
"CD84",1
"CD86",4
"CD8A",1
"CD8B",1
"CD9",3
"CD93",2
"CD99L2",7
"CDA",0
"CDADC1",0
"CDAN1",0
"CDC123",3
"CDC14A",0
"CDC14B",1
"CDC16",5
"CDC20",1
"CDC20B",1
"CDC20P1",1
"CDC23",3
"CDC25A",0
"CDC25B",6
"CDC25C",12
"CDC26",0
"CDC27",3
"CDC34",0
"CDC37",0
"CDC37L1",5
"CDC37L1-DT",0
"CDC40",0
"CDC42",0
"CDC42BPA",0
"CDC42BPB",2
"CDC42BPG",1
"CDC42EP1",2
"CDC42EP2",0
"CDC42EP3",2
"CDC42EP3P1",0
"CDC42EP4",1
"CDC42EP5",0
"CDC42-IT1",0
"CDC42P6",16
"CDC42SE1",0
"CDC42SE2",0
"CDC45",1
"CDC5L",1
"CDC6",38
"CDC7",3
"CDC73",0
"CDCA2",1
"CDCA3",1
"CDCA4",2
"CDCA4P4",1
"CDCA5",1
"CDCA7",8
"CDCA7L",8
"CDCA8",1
"CDCP1",0
"CDH1",1
"CDH11",0
"CDH12",0
"CDH13",0
"CDH15",1
"CDH16",1
"CDH17",1
"CDH2",2
"CDH20",28
"CDH22",0
"CDH23",1
"CDH24",2
"CDH26",12
"CDH3",1
"CDH5",0
"CDH6",6
"CDHR1",1
"CDHR2",1
"CDHR3",1
"CDHR5",1
"CDIN1",3
"CDIP1",0
"CDIPT",2
"CDK1",12
"CDK10",2
"CDK11A",0
"CDK11B",5
"CDK12",1
"CDK13",0
"CDK14",0
"CDK16",0
"CDK17",2
"CDK18",0
"CDK19",3
"CDK2",11
"CDK20",22
"CDK2AP1",3
"CDK2AP2",0
"CDK3",0
"CDK4",2
"CDK5",8
"CDK5R1",1
"CDK5RAP1",0
"CDK5RAP2",5
"CDK5RAP3",0
"CDK6",2
"CDK6-AS1",0
"CDK7",0
"CDK8",0
"CDK9",10
"CDKAL1",0
"CDKL1",1
"CDKL2",1
"CDKL3",1
"CDKL4",0
"CDKL5",1
"CDKN1A",0
"CDKN1B",0
